dataset,model,SSE,SAE,MAE,RMSE,runtime_seconds
boston_housing,OLS,11349.418808381903,1698.2908590377115,3.356306045529074,4.735998462783738,0.00046436400003813105
boston_housing,LAD,12469.793173316317,1611.0109999970337,3.1838162055277346,4.964258255400986,0.030443064999985836
concrete_strength,OLS,110428.15681654052,8461.346374613518,8.21489939282866,10.354313243016426,0.0001863229999798932
concrete_strength,LAD,119464.57964192284,8289.485903330453,8.048044566340245,10.769634570335516,0.07833026600002313
hbk,OLS,359.4857257387483,103.46896014675403,1.3795861352900538,2.1893247840030443,0.00010984100003952335
hbk,LAD,587.7325458337998,86.74286952547554,1.1565715936730072,2.799363131937453,0.002698900000041249
