repetition,distribution,model,coefficient_error_l2,SSE,SAE,MAE,RMSE
24,normal,LAD,0.18294000656746864,156.72113180256355,120.20837816297849,0.8013891877531899,1.0221582780325285
24,laplace,OLS,0.08124030744900802,151.74380254981492,111.68530830272404,0.7445687220181603,1.0057958790590162
24,laplace,LAD,0.12454086571636155,154.51842785254152,110.63242407874861,0.7375494938583241,1.0149496797133721
24,cauchy,OLS,0.5325450784694887,2567.030365837923,340.91056063525264,2.2727370709016843,4.1368509487595535
24,cauchy,LAD,0.5708175469850815,2597.546752318057,334.5096195464016,2.2300641303093443,4.161367365276351
24,contaminated_normal,OLS,0.3841224036824453,2830.3727196765003,326.52899817346446,2.1768599878230965,4.343863656298389
24,contaminated_normal,LAD,0.14960690587442604,2850.1307940378583,320.8862096198487,2.1392413974656583,4.35899896309375
25,normal,OLS,0.1984382266697133,133.34661784592384,107.10643921959823,0.7140429281306548,0.9428560082569125
25,normal,LAD,0.1813727126385616,134.44714301734237,106.80178519273929,0.7120119012849286,0.9467387637475727
25,laplace,OLS,0.23527687774346034,222.8906988231983,126.91212450387157,0.8460808300258105,1.2189905627832627
25,laplace,LAD,0.13981386880928956,231.89216757338906,122.68825573437118,0.8179217048958078,1.2433614855795534
25,cauchy,OLS,0.8742842368412058,6905.608056647401,471.14316706736906,3.140954447115794,6.785085632791675
25,cauchy,LAD,0.27729332133592627,7085.719571588029,440.2791985100171,2.9351946567334477,6.873000107467882
25,contaminated_normal,OLS,0.5731211853460433,1198.7470546188724,200.72002035146238,1.3381334690097493,2.8269501288124075
25,contaminated_normal,LAD,0.18328007160097215,1240.081509580596,188.81387769263694,1.2587591846175796,2.875275650067423
26,normal,OLS,0.12478728405034441,163.0087174097756,124.54760662501539,0.8303173775001026,1.0424609262374478
26,normal,LAD,0.1053019576909429,164.77174272631584,123.56804091974118,0.8237869394649412,1.0480831478666688
26,laplace,OLS,0.18099916002994532,127.48313603046195,104.49217754383108,0.6966145169588739,0.9218934719024823
