Dataset,Model,ContaminationRate,ContaminationPercent,Repetition,Rows,ContaminatedRows,NoiseSD,CleanSAE,CleanSSE,CleanMAE,CleanRMSE,CleanMedianAbsoluteError,CleanR2,ContaminatedTrainingMAE,ContaminatedTrainingRMSE,PredictionRMSEFromCleanFit,StandardizedSlopeL2Shift
Boston Housing,LAD,0.1,10,22,357,36,69,824.790186,3526.645031,2.310336655,3.143017262,1.681614863,0.7890628566,7.382364073,20.91305481,0.2817585158,0.1894572916
Boston Housing,OLS,0.1,10,23,357,36,69,1384.378754,8709.729215,3.877811636,4.939332,3.391769765,0.4790500931,9.412979386,23.61221921,3.864129371,3.156301454
Boston Housing,LAD,0.1,10,23,357,36,69,827.4721353,3604.408963,2.317849119,3.177480708,1.652243851,0.7844116083,8.239296745,23.89004543,0.513058196,0.3127015334
Boston Housing,OLS,0.1,10,24,357,36,69,1387.719516,8685.761203,3.887169511,4.932531126,3.291275611,0.4804836777,9.299621389,22.68798544,3.855432338,3.90347838
Boston Housing,LAD,0.1,10,24,357,36,69,825.2026033,3548.647512,2.311491886,3.152806545,1.639827104,0.7877468351,7.981496723,23.00803889,0.3810803524,0.1949616689
Boston Housing,OLS,0.1,10,25,357,36,69,1498.988756,9641.239107,4.198848055,5.196755912,3.740899713,0.4233342402,9.431759727,22.81300114,4.188169911,3.663091398
Boston Housing,LAD,0.1,10,25,357,36,69,823.8426865,3504.954424,2.307682595,3.133336801,1.664850428,0.7903602241,7.917438426,23.19675178,0.2307555683,0.131847248
Boston Housing,OLS,0.1,10,26,357,36,69,1392.579565,8379.732642,3.900783095,4.844857114,3.262289216,0.4987879839,9.688157422,23.41345583,3.742610807,1.513827296
Boston Housing,LAD,0.1,10,26,357,36,69,824.645877,3510.533263,2.309932429,3.135829477,1.753333959,0.7900265403,8.313152519,23.73163922,0.332575996,0.3974529868
Boston Housing,OLS,0.1,10,27,357,36,69,1253.508365,7163.126931,3.511227913,4.479372871,2.933356284,0.5715561052,9.320779396,25.44574141,3.255653009,2.11162838
Boston Housing,LAD,0.1,10,27,357,36,69,822.8455813,3547.06618,2.304889583,3.152103997,1.629812448,0.7878414184,8.317431177,25.65119869,0.24158437,0.1038978413
Boston Housing,OLS,0.1,10,28,357,36,69,1318.732654,8857.291032,3.693929003,4.980997794,2.765042723,0.470224065,7.375633051,18.5487754,3.917248297,1.466721703
Boston Housing,LAD,0.1,10,28,357,36,69,833.1701114,3877.691336,2.333809836,3.295736715,1.734767407,0.7680659306,6.320538214,18.9025062,0.8586599093,0.6360842539
Boston Housing,OLS,0.1,10,29,357,36,69,1393.905967,8837.106806,3.904498507,4.975319143,3.214722039,0.4714313322,8.201783297,19.86475274,3.910025035,3.647831366
Boston Housing,LAD,0.1,10,29,357,36,69,827.1180562,3601.431883,2.3168573,3.176168209,1.721506009,0.7845896746,6.948236675,20.31896694,0.499385503,0.2538059686
Boston Housing,OLS,0.1,10,30,357,36,69,1436.643692,9412.070038,4.024212022,5.134621879,3.235916344,0.4370413949,8.71225767,20.24976643,4.110819509,1.507597962
Boston Housing,LAD,0.1,10,30,357,36,69,828.7175297,3612.345813,2.321337618,3.180977165,1.709222906,0.7839368861,7.380857758,20.59284622,0.4806176731,0.3440376571
Boston Housing,OLS,0.2,20,1,357,71,69,1690.37498,13758.64698,4.73494392,6.208029267,3.900944463,0.1770621469,14.93789926,30.16843977,5.392042524,5.811023146
Boston Housing,LAD,0.2,20,1,357,71,69,840.9580563,3920.642536,2.355624807,3.313939043,1.626597505,0.7654969157,13.23873606,30.60412923,0.9955202728,0.5594460694
Boston Housing,OLS,0.2,20,2,357,71,69,1707.755755,14933.27153,4.783629565,6.467603285,3.584445791,0.1068050196,13.67267003,27.2219449,5.688970685,3.687105425
Boston Housing,LAD,0.2,20,2,357,71,69,834.9669216,3636.486486,2.338842918,3.191588422,1.776590054,0.7824929743,12.04176317,27.80648947,0.7435730311,0.4660533703
Boston Housing,OLS,0.2,20,3,357,71,69,1521.568739,11839.34979,4.262097308,5.758771119,3.194989577,0.2918599395,14.88532434,32.58812233,4.868052999,5.626875648
Boston Housing,LAD,0.2,20,3,357,71,69,838.6639258,3691.745999,2.349198672,3.215746447,1.86158934,0.7791877695,13.56091612,32.87039791,0.8486812268,0.8697486781
Boston Housing,OLS,0.2,20,4,357,71,69,1982.221971,20000.36881,5.552442496,7.484880897,4.174522843,-0.1962702871,15.63537937,31.23076968,6.82333769,5.781715268
Boston Housing,LAD,0.2,20,4,357,71,69,831.2970687,3546.173277,2.328563218,3.151707232,1.714701455,0.7878948251,13.375965,31.9034637,0.5851876454,0.2251155108
Boston Housing,OLS,0.2,20,5,357,71,69,2229.272626,24439.5249,6.244461137,8.273938175,4.790487215,-0.4617869172,16.71910285,33.19593514,7.680660657,4.714776348
Boston Housing,LAD,0.2,20,5,357,71,69,829.701889,3627.762088,2.324094927,3.187757608,1.691699677,0.7830148016,14.10622128,34.02429183,0.4884866518,0.5881217234
Boston Housing,OLS,0.2,20,6,357,71,69,1643.524899,11838.7225,4.603711202,5.758618556,3.69769444,0.2918974595,13.03101091,27.98812321,4.86787252,2.325494176
Boston Housing,LAD,0.2,20,6,357,71,69,836.3603176,3503.102317,2.342745988,3.132508824,1.855940891,0.7904710031,11.63061668,28.40500087,0.6357606672,0.4975454235
Boston Housing,OLS,0.2,20,7,357,71,69,1879.763529,16447.53986,5.265444058,6.787601949,4.031339703,0.01623297982,14.03322325,29.47890335,6.050292175,2.039204609
Boston Housing,LAD,0.2,20,7,357,71,69,836.4855085,3677.277555,2.343096662,3.209438791,1.680037162,0.7800531621,12.02985799,30.03469816,0.7031689993,0.3162161561
Boston Housing,OLS,0.2,20,8,357,71,69,1466.22473,10056.49106,4.107072073,5.307489308,3.249373053,0.3984970195,13.81869043,29.37293657,4.32480496,2.14505575
Boston Housing,LAD,0.2,20,8,357,71,69,830.437971,3837.875866,2.326156782,3.278773028,1.575722464,0.7704473898,12.50110937,29.65388846,0.6971656477,0.2386693777
Boston Housing,OLS,0.2,20,9,357,71,69,1787.882904,14442.37654,5.008075362,6.360411642,4.200445994,0.1361666327,13.29862789,27.44322457,5.566806217,3.852787478
Boston Housing,LAD,0.2,20,9,357,71,69,837.5857187,3694.6802,2.346178484,3.217024131,1.754281799,0.7790122679,11.56095645,27.90684526,0.7542463019,0.4837580452
Boston Housing,OLS,0.2,20,10,357,71,69,1983.062028,17408.42108,5.554795597,6.983056942,4.821403451,-0.04123964321,14.85837687,29.88037641,6.268778147,5.968637469
Boston Housing,LAD,0.2,20,10,357,71,69,841.9050536,3807.472886,2.358277461,3.265760272,1.790635256,0.7722658654,12.64355834,30.44160534,0.8904967322,1.214420985
Boston Housing,OLS,0.2,20,11,357,71,69,2050.138335,17359.82861,5.742684411,6.973304159,5.140031175,-0.03833321052,15.00618507,30.06703011,6.257912279,2.915497657
Boston Housing,LAD,0.2,20,11,357,71,69,837.2360219,3615.051357,2.345198941,3.182168172,1.715315133,0.7837750611,12.71295293,30.64069211,0.5864437714,0.2200432006
Boston Housing,OLS,0.2,20,12,357,71,69,1439.28743,9381.063108,4.031617452,5.126157206,3.339494933,0.4388959941,13.44752916,29.33354073,4.100241809,2.86488405
Boston Housing,LAD,0.2,20,12,357,71,69,834.9881066,3652.832943,2.338902259,3.198753671,1.77104963,0.7815152533,12.26236572,29.58453051,0.6381775383,0.5108502205
Boston Housing,OLS,0.2,20,13,357,71,69,1828.926798,14571.95786,5.123044252,6.388881681,4.416133061,0.1284160617,14.70205166,29.58833022,5.599312845,2.942622199
Boston Housing,LAD,0.2,20,13,357,71,69,828.0195387,3720.351861,2.319382461,3.228181171,1.679961651,0.777476784,12.69990219,30.02803579,0.6185901565,0.2175124085
Boston Housing,OLS,0.2,20,14,357,71,69,2133.596708,19422.9082,5.976461366,7.376035881,5.055218601,-0.1617309756,15.34285626,29.77509999,6.703760177,3.877972407
Boston Housing,LAD,0.2,20,14,357,71,69,832.8004199,3715.397162,2.332774286,3.226030837,1.662870924,0.7777731365,13.0079532,30.47174412,0.6060384093,0.3549497983
Boston Housing,OLS,0.2,20,15,357,71,69,1524.88,12852.84076,4.271372549,6.000196254,2.71339767,0.2312406007,14.50104402,32.45596375,5.151393042,2.164228578
Boston Housing,LAD,0.2,20,15,357,71,69,837.1788846,3648.403573,2.345038893,3.196813703,1.825884878,0.7817801846,13.18846372,32.79694112,0.6324020463,0.456897941
Boston Housing,OLS,0.2,20,16,357,71,69,1655.692221,12943.79498,4.637793337,6.021389276,3.532759643,0.2258004094,14.4456064,32.53315252,5.176062597,3.237870277
Boston Housing,LAD,0.2,20,16,357,71,69,835.3241604,3608.860262,2.339843587,3.179442133,1.638871221,0.7841453654,12.87942666,32.93524062,0.5524506761,0.2765895564
Boston Housing,OLS,0.2,20,17,357,71,69,1584.673581,11680.4195,4.43886157,5.719987928,3.692598265,0.3013659437,15.46798841,33.36271159,4.82211127,2.656202485
Boston Housing,LAD,0.2,20,17,357,71,69,829.2033066,3593.99299,2.322698338,3.172886266,1.668597761,0.7850346127,13.87631004,33.66872503,0.421977243,0.5284521715
Boston Housing,OLS,0.2,20,18,357,71,69,1810.103615,14197.99897,5.070318248,6.30637021,4.408685869,0.1507834449,14.29483158,31.43981442,5.504979603,2.949500148
Boston Housing,LAD,0.2,20,18,357,71,69,830.5048365,3519.162383,2.32634408,3.139681148,1.763614678,0.7895104118,12.48235075,31.93790442,0.3812916513,0.153021195
Boston Housing,OLS,0.2,20,19,357,71,69,1838.504534,14238.42839,5.149872645,6.315342659,4.508196371,0.1483652638,16.43005671,34.86141193,5.515255941,6.48461287
Boston Housing,LAD,0.2,20,19,357,71,69,839.5097472,3684.504434,2.351567919,3.212590966,1.72131822,0.779620905,14.47009439,35.26127243,0.7832367396,0.4418771879
Boston Housing,OLS,0.2,20,20,357,71,69,1520.696941,11554.38366,4.259655297,5.689043885,3.270901673,0.3089044513,14.77759156,32.25724595,4.785364722,2.944029712
Boston Housing,LAD,0.2,20,20,357,71,69,829.1984103,3667.433632,2.322684623,3.205140143,1.718315968,0.7806419508,13.4754719,32.53085538,0.5656195198,0.5350302253
Boston Housing,OLS,0.2,20,21,357,71,69,1564.329013,12704.4699,4.381873985,5.965463135,3.274934695,0.2401150199,15.11248758,32.95328922,5.110894796,2.995595243
Boston Housing,LAD,0.2,20,21,357,71,69,833.9099143,3843.761252,2.335882113,3.281286065,1.57915871,0.7700953707,13.70056254,33.28060462,0.6544228765,0.6692258219
Boston Housing,OLS,0.2,20,22,357,71,69,1934.893975,18050.55435,5.419871078,7.11068048,4.01146188,-0.07964718259,15.55239547,30.97362418,6.410637417,3.463606881
Boston Housing,LAD,0.2,20,22,357,71,69,831.8575977,3805.452615,2.330133327,3.26489374,1.570604159,0.7723867027,13.58104732,31.54582787,0.6345190388,0.2822302134
Boston Housing,OLS,0.2,20,23,357,71,69,1785.875059,14733.98297,5.002451145,6.424302374,4.103506232,0.118724949,13.58761509,26.53310833,5.639694689,6.274684742
Boston Housing,LAD,0.2,20,23,357,71,69,841.6139833,3857.263173,2.357462138,3.287044074,1.544120683,0.7692877883,11.76781628,26.99394714,0.8373423503,0.8448186788
Boston Housing,OLS,0.2,20,24,357,71,69,1591.550677,11210.75444,4.458125146,5.60380884,3.705452618,0.3294577433,14.32620324,31.06192179,4.683713132,2.193599682
Boston Housing,LAD,0.2,20,24,357,71,69,843.7566944,3847.391354,2.36346413,3.282835146,1.597814074,0.7698782456,12.9173226,31.44782124,0.7649157432,0.2326495572
Boston Housing,OLS,0.2,20,25,357,71,69,1951.044873,16987.14169,5.46511169,6.898045371,4.619145646,-0.016041907,15.67261673,32.40476828,6.173939191,4.39763633
Boston Housing,LAD,0.2,20,25,357,71,69,847.0874005,3983.945315,2.372793839,3.340585381,1.631337051,0.7617106239,13.62605327,32.90348377,0.9146541819,0.3148029654
Boston Housing,OLS,0.2,20,26,357,71,69,2167.088805,19838.79299,6.070276764,7.45458575,5.450195665,-0.1866060476,15.19593662,28.6237208,6.790091597,4.12726364
Boston Housing,LAD,0.2,20,26,357,71,69,826.7522309,3575.771127,2.31583258,3.164832637,1.700817237,0.7861245063,12.50088202,29.37849892,0.3252775924,0.1577293651
Boston Housing,OLS,0.2,20,27,357,71,69,1968.793843,17629.03675,5.514828691,7.027165526,4.469011773,-0.05443519862,13.70780761,27.12678767,6.317875476,8.586824571
Boston Housing,LAD,0.2,20,27,357,71,69,845.4791509,3788.390263,2.368288938,3.257566182,1.652627455,0.7734072431,11.61462571,27.71000049,0.802011606,1.063296613
Boston Housing,OLS,0.2,20,28,357,71,69,1625.240562,12813.51385,4.552494571,5.99100957,3.389997136,0.2335928381,13.49818286,29.05793573,5.140689726,3.006435747
Boston Housing,LAD,0.2,20,28,357,71,69,823.6909447,3556.442195,2.307257548,3.15626725,1.708491515,0.7872806163,11.87275696,29.48740267,0.3533450587,0.1586169951
Boston Housing,OLS,0.2,20,29,357,71,69,1879.289794,15667.01035,5.26411707,6.624589274,4.323776295,0.06291833185,14.39136161,29.38938322,5.866828636,3.615014866
Boston Housing,LAD,0.2,20,29,357,71,69,836.6192033,3892.962327,2.343471158,3.302219917,1.600090321,0.7671525358,12.48770436,29.84207086,0.7712393923,0.3498881509
Boston Housing,OLS,0.2,20,30,357,71,69,1441.185693,10546.96456,4.036934713,5.435376537,2.949423238,0.3691606167,15.1357078,33.36050541,4.480827301,2.531288515
Boston Housing,LAD,0.2,20,30,357,71,69,835.7215838,3774.9328,2.340956817,3.251775124,1.632970308,0.7742121664,13.72192735,33.66241083,0.6819319145,0.2816634013
Concrete Strength,OLS,0,0,1,837,0,223.3212764,4946.421337,48676.07072,5.909702911,7.625968863,4.845670809,0.7831474965,5.909702911,7.625968863,0,0
Concrete Strength,LAD,0,0,1,837,0,223.3212764,4914.161058,49196.21444,5.871160165,7.666605457,4.707132021,0.7808302497,5.871160165,7.666605457,0,0
Concrete Strength,OLS,0,0,2,837,0,223.3212764,4946.421337,48676.07072,5.909702911,7.625968863,4.845670809,0.7831474965,5.909702911,7.625968863,0,0
Concrete Strength,LAD,0,0,2,837,0,223.3212764,4914.161058,49196.21444,5.871160165,7.666605457,4.707132021,0.7808302497,5.871160165,7.666605457,0,0
Concrete Strength,OLS,0,0,3,837,0,223.3212764,4946.421337,48676.07072,5.909702911,7.625968863,4.845670809,0.7831474965,5.909702911,7.625968863,0,0
Concrete Strength,LAD,0,0,3,837,0,223.3212764,4914.161058,49196.21444,5.871160165,7.666605457,4.707132021,0.7808302497,5.871160165,7.666605457,0,0
Concrete Strength,OLS,0,0,4,837,0,223.3212764,4946.421337,48676.07072,5.909702911,7.625968863,4.845670809,0.7831474965,5.909702911,7.625968863,0,0
Concrete Strength,LAD,0,0,4,837,0,223.3212764,4914.161058,49196.21444,5.871160165,7.666605457,4.707132021,0.7808302497,5.871160165,7.666605457,0,0
Concrete Strength,OLS,0,0,5,837,0,223.3212764,4946.421337,48676.07072,5.909702911,7.625968863,4.845670809,0.7831474965,5.909702911,7.625968863,0,0
Concrete Strength,LAD,0,0,5,837,0,223.3212764,4914.161058,49196.21444,5.871160165,7.666605457,4.707132021,0.7808302497,5.871160165,7.666605457,0,0
Concrete Strength,OLS,0,0,6,837,0,223.3212764,4946.421337,48676.07072,5.909702911,7.625968863,4.845670809,0.7831474965,5.909702911,7.625968863,0,0
Concrete Strength,LAD,0,0,6,837,0,223.3212764,4914.161058,49196.21444,5.871160165,7.666605457,4.707132021,0.7808302497,5.871160165,7.666605457,0,0
Concrete Strength,OLS,0,0,7,837,0,223.3212764,4946.421337,48676.07072,5.909702911,7.625968863,4.845670809,0.7831474965,5.909702911,7.625968863,0,0
Concrete Strength,LAD,0,0,7,837,0,223.3212764,4914.161058,49196.21444,5.871160165,7.666605457,4.707132021,0.7808302497,5.871160165,7.666605457,0,0
Concrete Strength,OLS,0,0,8,837,0,223.3212764,4946.421337,48676.07072,5.909702911,7.625968863,4.845670809,0.7831474965,5.909702911,7.625968863,0,0
Concrete Strength,LAD,0,0,8,837,0,223.3212764,4914.161058,49196.21444,5.871160165,7.666605457,4.707132021,0.7808302497,5.871160165,7.666605457,0,0
Concrete Strength,OLS,0,0,9,837,0,223.3212764,4946.421337,48676.07072,5.909702911,7.625968863,4.845670809,0.7831474965,5.909702911,7.625968863,0,0
Concrete Strength,LAD,0,0,9,837,0,223.3212764,4914.161058,49196.21444,5.871160165,7.666605457,4.707132021,0.7808302497,5.871160165,7.666605457,0,0
Concrete Strength,OLS,0,0,10,837,0,223.3212764,4946.421337,48676.07072,5.909702911,7.625968863,4.845670809,0.7831474965,5.909702911,7.625968863,0,0
Concrete Strength,LAD,0,0,10,837,0,223.3212764,4914.161058,49196.21444,5.871160165,7.666605457,4.707132021,0.7808302497,5.871160165,7.666605457,0,0
Concrete Strength,OLS,0,0,11,837,0,223.3212764,4946.421337,48676.07072,5.909702911,7.625968863,4.845670809,0.7831474965,5.909702911,7.625968863,0,0
Concrete Strength,LAD,0,0,11,837,0,223.3212764,4914.161058,49196.21444,5.871160165,7.666605457,4.707132021,0.7808302497,5.871160165,7.666605457,0,0
Concrete Strength,OLS,0,0,12,837,0,223.3212764,4946.421337,48676.07072,5.909702911,7.625968863,4.845670809,0.7831474965,5.909702911,7.625968863,0,0
Concrete Strength,LAD,0,0,12,837,0,223.3212764,4914.161058,49196.21444,5.871160165,7.666605457,4.707132021,0.7808302497,5.871160165,7.666605457,0,0
Concrete Strength,OLS,0,0,13,837,0,223.3212764,4946.421337,48676.07072,5.909702911,7.625968863,4.845670809,0.7831474965,5.909702911,7.625968863,0,0
Concrete Strength,LAD,0,0,13,837,0,223.3212764,4914.161058,49196.21444,5.871160165,7.666605457,4.707132021,0.7808302497,5.871160165,7.666605457,0,0
Concrete Strength,OLS,0,0,14,837,0,223.3212764,4946.421337,48676.07072,5.909702911,7.625968863,4.845670809,0.7831474965,5.909702911,7.625968863,0,0
Concrete Strength,LAD,0,0,14,837,0,223.3212764,4914.161058,49196.21444,5.871160165,7.666605457,4.707132021,0.7808302497,5.871160165,7.666605457,0,0
Concrete Strength,OLS,0,0,15,837,0,223.3212764,4946.421337,48676.07072,5.909702911,7.625968863,4.845670809,0.7831474965,5.909702911,7.625968863,0,0
Concrete Strength,LAD,0,0,15,837,0,223.3212764,4914.161058,49196.21444,5.871160165,7.666605457,4.707132021,0.7808302497,5.871160165,7.666605457,0,0
Concrete Strength,OLS,0,0,16,837,0,223.3212764,4946.421337,48676.07072,5.909702911,7.625968863,4.845670809,0.7831474965,5.909702911,7.625968863,0,0
Concrete Strength,LAD,0,0,16,837,0,223.3212764,4914.161058,49196.21444,5.871160165,7.666605457,4.707132021,0.7808302497,5.871160165,7.666605457,0,0
Concrete Strength,OLS,0,0,17,837,0,223.3212764,4946.421337,48676.07072,5.909702911,7.625968863,4.845670809,0.7831474965,5.909702911,7.625968863,0,0
Concrete Strength,LAD,0,0,17,837,0,223.3212764,4914.161058,49196.21444,5.871160165,7.666605457,4.707132021,0.7808302497,5.871160165,7.666605457,0,0
Concrete Strength,OLS,0,0,18,837,0,223.3212764,4946.421337,48676.07072,5.909702911,7.625968863,4.845670809,0.7831474965,5.909702911,7.625968863,0,0
Concrete Strength,LAD,0,0,18,837,0,223.3212764,4914.161058,49196.21444,5.871160165,7.666605457,4.707132021,0.7808302497,5.871160165,7.666605457,0,0
Concrete Strength,OLS,0,0,19,837,0,223.3212764,4946.421337,48676.07072,5.909702911,7.625968863,4.845670809,0.7831474965,5.909702911,7.625968863,0,0
Concrete Strength,LAD,0,0,19,837,0,223.3212764,4914.161058,49196.21444,5.871160165,7.666605457,4.707132021,0.7808302497,5.871160165,7.666605457,0,0
Concrete Strength,OLS,0,0,20,837,0,223.3212764,4946.421337,48676.07072,5.909702911,7.625968863,4.845670809,0.7831474965,5.909702911,7.625968863,0,0
Concrete Strength,LAD,0,0,20,837,0,223.3212764,4914.161058,49196.21444,5.871160165,7.666605457,4.707132021,0.7808302497,5.871160165,7.666605457,0,0
Concrete Strength,OLS,0,0,21,837,0,223.3212764,4946.421337,48676.07072,5.909702911,7.625968863,4.845670809,0.7831474965,5.909702911,7.625968863,0,0
Concrete Strength,LAD,0,0,21,837,0,223.3212764,4914.161058,49196.21444,5.871160165,7.666605457,4.707132021,0.7808302497,5.871160165,7.666605457,0,0
Concrete Strength,OLS,0,0,22,837,0,223.3212764,4946.421337,48676.07072,5.909702911,7.625968863,4.845670809,0.7831474965,5.909702911,7.625968863,0,0
Concrete Strength,LAD,0,0,22,837,0,223.3212764,4914.161058,49196.21444,5.871160165,7.666605457,4.707132021,0.7808302497,5.871160165,7.666605457,0,0
Concrete Strength,OLS,0,0,23,837,0,223.3212764,4946.421337,48676.07072,5.909702911,7.625968863,4.845670809,0.7831474965,5.909702911,7.625968863,0,0
Concrete Strength,LAD,0,0,23,837,0,223.3212764,4914.161058,49196.21444,5.871160165,7.666605457,4.707132021,0.7808302497,5.871160165,7.666605457,0,0
Concrete Strength,OLS,0,0,24,837,0,223.3212764,4946.421337,48676.07072,5.909702911,7.625968863,4.845670809,0.7831474965,5.909702911,7.625968863,0,0
Concrete Strength,LAD,0,0,24,837,0,223.3212764,4914.161058,49196.21444,5.871160165,7.666605457,4.707132021,0.7808302497,5.871160165,7.666605457,0,0
Concrete Strength,OLS,0,0,25,837,0,223.3212764,4946.421337,48676.07072,5.909702911,7.625968863,4.845670809,0.7831474965,5.909702911,7.625968863,0,0
Concrete Strength,LAD,0,0,25,837,0,223.3212764,4914.161058,49196.21444,5.871160165,7.666605457,4.707132021,0.7808302497,5.871160165,7.666605457,0,0
Concrete Strength,OLS,0,0,26,837,0,223.3212764,4946.421337,48676.07072,5.909702911,7.625968863,4.845670809,0.7831474965,5.909702911,7.625968863,0,0
Concrete Strength,LAD,0,0,26,837,0,223.3212764,4914.161058,49196.21444,5.871160165,7.666605457,4.707132021,0.7808302497,5.871160165,7.666605457,0,0
Concrete Strength,OLS,0,0,27,837,0,223.3212764,4946.421337,48676.07072,5.909702911,7.625968863,4.845670809,0.7831474965,5.909702911,7.625968863,0,0
Concrete Strength,LAD,0,0,27,837,0,223.3212764,4914.161058,49196.21444,5.871160165,7.666605457,4.707132021,0.7808302497,5.871160165,7.666605457,0,0
Concrete Strength,OLS,0,0,28,837,0,223.3212764,4946.421337,48676.07072,5.909702911,7.625968863,4.845670809,0.7831474965,5.909702911,7.625968863,0,0
Concrete Strength,LAD,0,0,28,837,0,223.3212764,4914.161058,49196.21444,5.871160165,7.666605457,4.707132021,0.7808302497,5.871160165,7.666605457,0,0
Concrete Strength,OLS,0,0,29,837,0,223.3212764,4946.421337,48676.07072,5.909702911,7.625968863,4.845670809,0.7831474965,5.909702911,7.625968863,0,0
Concrete Strength,LAD,0,0,29,837,0,223.3212764,4914.161058,49196.21444,5.871160165,7.666605457,4.707132021,0.7808302497,5.871160165,7.666605457,0,0
Concrete Strength,OLS,0,0,30,837,0,223.3212764,4946.421337,48676.07072,5.909702911,7.625968863,4.845670809,0.7831474965,5.909702911,7.625968863,0,0
Concrete Strength,LAD,0,0,30,837,0,223.3212764,4914.161058,49196.21444,5.871160165,7.666605457,4.707132021,0.7808302497,5.871160165,7.666605457,0,0
Concrete Strength,OLS,0.05,5,1,837,42,223.3212764,6867.454074,100581.3499,8.204843577,10.96215658,6.392176845,0.5519088287,17.59829713,56.61012506,7.87486354,1.191828812
Concrete Strength,LAD,0.05,5,1,837,42,223.3212764,4916.008902,49559.30165,5.873367864,7.694844715,4.619378559,0.7792126917,15.53261653,57.0612496,0.383057787,0.06761790728
Concrete Strength,OLS,0.05,5,2,837,42,223.3212764,6080.295,71748.48208,7.264390681,9.258563931,6.074928696,0.6803596155,16.55710199,57.46420653,5.250295703,0.3461523077
Concrete Strength,LAD,0.05,5,2,837,42,223.3212764,4923.251275,49786.55895,5.88202064,7.712467133,4.702323391,0.7782002575,15.27086871,57.69971828,0.6652191361,0.06636704807
Concrete Strength,OLS,0.05,5,3,837,42,223.3212764,5889.191958,68833.8976,7.036071634,9.068562526,5.43692383,0.6933441257,15.48949565,48.94263203,4.907486647,0.2296520168
Concrete Strength,LAD,0.05,5,3,837,42,223.3212764,4918.659761,49591.14088,5.876534959,7.697316083,4.635665911,0.7790708475,14.47662662,49.13894092,0.4373178631,0.07459284272
Concrete Strength,OLS,0.05,5,4,837,42,223.3212764,6130.898817,71458.8955,7.324849244,9.239860632,6.124077471,0.6816497273,16.6868002,53.29781746,5.217242892,0.5813710347
Concrete Strength,LAD,0.05,5,4,837,42,223.3212764,4919.813352,49328.63405,5.877913204,7.676916481,4.72967314,0.7802403187,15.45108898,53.55722897,0.4844079059,0.04337519445
Concrete Strength,OLS,0.05,5,5,837,42,223.3212764,6628.824845,83951.89768,7.919742945,10.01503635,6.65518336,0.6259932464,17.77564881,62.24649948,6.491960561,0.4260862574
Concrete Strength,LAD,0.05,5,5,837,42,223.3212764,4921.243613,49328.11862,5.879621999,7.676876373,4.684119747,0.7802426149,15.96827922,62.53314797,0.5571241616,0.06366257268
Concrete Strength,OLS,0.05,5,6,837,42,223.3212764,6317.135606,76924.21205,7.547354368,9.586692542,5.940995676,0.6573016738,15.26266972,47.94608095,5.809412431,1.69427474
Concrete Strength,LAD,0.05,5,6,837,42,223.3212764,4917.028042,49371.28888,5.874585474,7.680234907,4.679701526,0.7800502909,13.81413236,48.25284126,0.3783087014,0.03641496207
Concrete Strength,OLS,0.05,5,7,837,42,223.3212764,6713.840457,87707.55246,8.021314764,10.23660079,6.541684403,0.6092617574,16.53012629,50.63391034,6.828806241,0.6948166065
Concrete Strength,LAD,0.05,5,7,837,42,223.3212764,4922.572218,49226.124,5.881209341,7.668935616,4.680301821,0.7806970022,14.73898132,51.06443127,0.6849227908,0.05459710376
Concrete Strength,OLS,0.05,5,8,837,42,223.3212764,6504.969595,82240.76501,7.771767736,9.912446167,6.405554503,0.6336163639,16.40163491,53.28947285,6.332549875,0.6906341915
Concrete Strength,LAD,0.05,5,8,837,42,223.3212764,4921.024132,49561.73677,5.879359775,7.695033757,4.51632541,0.7792018432,14.78894037,53.638402,0.379241691,0.02068113973
Concrete Strength,OLS,0.05,5,9,837,42,223.3212764,7482.72258,106003.6454,8.939931397,11.25376058,7.406767776,0.5277524346,17.1915647,49.75709269,8.275972816,1.297378743
Concrete Strength,LAD,0.05,5,9,837,42,223.3212764,4922.419229,49503.29107,5.881026557,7.690495233,4.685212506,0.7794622195,14.54122037,50.41246235,0.5728223445,0.07534760522
Concrete Strength,OLS,0.05,5,10,837,42,223.3212764,7538.585876,112264.8678,9.006673687,11.58135051,7.183473409,0.4998586107,18.43873103,56.48216926,8.716207803,1.517340502
Concrete Strength,LAD,0.05,5,10,837,42,223.3212764,4920.784226,49248.81343,5.879073149,7.670702805,4.67908733,0.7805959205,15.75552931,57.13742107,0.598527389,0.07921481078
Concrete Strength,OLS,0.05,5,11,837,42,223.3212764,5577.786575,62415.65735,6.664022193,8.635431537,5.313581321,0.7219374663,13.55646516,44.31993194,4.051577068,0.7400788415
Concrete Strength,LAD,0.05,5,11,837,42,223.3212764,4916.988736,49424.04217,5.874538513,7.684336982,4.7049726,0.7798152743,12.82834738,44.48937166,0.4315157543,0.02906658625
Concrete Strength,OLS,0.05,5,12,837,42,223.3212764,5677.509372,64691.59551,6.783165319,8.791464003,5.321982096,0.7117981334,14.35737355,46.53804466,4.374292882,0.325039213
Concrete Strength,LAD,0.05,5,12,837,42,223.3212764,4922.185085,49737.71925,5.880746816,7.708683311,4.696007233,0.778417839,13.60577932,46.71593529,0.6625864296,0.04404259948
