Dataset,Model,ContaminationRate,Repetition,Term,Estimate,CleanReferenceEstimate,EstimateShift,RobustStandardizedEstimate,CleanRobustStandardizedEstimate
Concrete Strength,OLS,0,14,Cement,0.09386837158,0.09386837158,0,0.591234537,0.591234537
Concrete Strength,OLS,0,14,BlastFurnaceSlag,0.07002203066,0.07002203066,0,0.4546451914,0.4546451914
Concrete Strength,OLS,0,14,FlyAsh,0.03678860477,0.03678860477,0,0.1948308892,0.1948308892
Concrete Strength,OLS,0,14,Water,-0.228883896,-0.228883896,0,-0.2777502297,-0.2777502297
Concrete Strength,OLS,0,14,Superplasticizer,0.4392444175,0.4392444175,0,0.1998342188,0.1998342188
Concrete Strength,OLS,0,14,CoarseAggregate,-0.01059364737,-0.01059364737,0,-0.045729078,-0.045729078
Concrete Strength,OLS,0,14,FineAggregate,-0.02111570423,-0.02111570423,0,-0.06855094962,-0.06855094962
Concrete Strength,OLS,0,14,Age,0.3179965973,0.3179965973,0,0.2990278692,0.2990278692
Concrete Strength,LAD,0,14,Intercept,34.84597323,34.84597323,0,,
Concrete Strength,LAD,0,14,Cement,0.1046292998,0.1046292998,0,0.6590127704,0.6590127704
Concrete Strength,LAD,0,14,BlastFurnaceSlag,0.07282063074,0.07282063074,0,0.4728161879,0.4728161879
Concrete Strength,LAD,0,14,FlyAsh,0.04138226326,0.04138226326,0,0.2191587096,0.2191587096
Concrete Strength,LAD,0,14,Water,-0.1976716548,-0.1976716548,0,-0.2398742266,-0.2398742266
Concrete Strength,LAD,0,14,Superplasticizer,0.4402183842,0.4402183842,0,0.2002773249,0.2002773249
Concrete Strength,LAD,0,14,CoarseAggregate,-0.004963797824,-0.004963797824,0,-0.0214269826,-0.0214269826
Concrete Strength,LAD,0,14,FineAggregate,-0.01133095325,-0.01133095325,0,-0.03678530428,-0.03678530428
Concrete Strength,LAD,0,14,Age,0.3116355468,0.3116355468,0,0.29304626,0.29304626
Concrete Strength,OLS,0,15,Intercept,56.988864,56.988864,0,,
Concrete Strength,OLS,0,15,Cement,0.09386837158,0.09386837158,0,0.591234537,0.591234537
Concrete Strength,OLS,0,15,BlastFurnaceSlag,0.07002203066,0.07002203066,0,0.4546451914,0.4546451914
Concrete Strength,OLS,0,15,FlyAsh,0.03678860477,0.03678860477,0,0.1948308892,0.1948308892
Concrete Strength,OLS,0,15,Water,-0.228883896,-0.228883896,0,-0.2777502297,-0.2777502297
Concrete Strength,OLS,0,15,Superplasticizer,0.4392444175,0.4392444175,0,0.1998342188,0.1998342188
Concrete Strength,OLS,0,15,CoarseAggregate,-0.01059364737,-0.01059364737,0,-0.045729078,-0.045729078
Concrete Strength,OLS,0,15,FineAggregate,-0.02111570423,-0.02111570423,0,-0.06855094962,-0.06855094962
Concrete Strength,OLS,0,15,Age,0.3179965973,0.3179965973,0,0.2990278692,0.2990278692
Concrete Strength,LAD,0,15,Intercept,34.84597323,34.84597323,0,,
Concrete Strength,LAD,0,15,Cement,0.1046292998,0.1046292998,0,0.6590127704,0.6590127704
Concrete Strength,LAD,0,15,BlastFurnaceSlag,0.07282063074,0.07282063074,0,0.4728161879,0.4728161879
Concrete Strength,LAD,0,15,FlyAsh,0.04138226326,0.04138226326,0,0.2191587096,0.2191587096
Concrete Strength,LAD,0,15,Water,-0.1976716548,-0.1976716548,0,-0.2398742266,-0.2398742266
Concrete Strength,LAD,0,15,Superplasticizer,0.4402183842,0.4402183842,0,0.2002773249,0.2002773249
Concrete Strength,LAD,0,15,CoarseAggregate,-0.004963797824,-0.004963797824,0,-0.0214269826,-0.0214269826
Concrete Strength,LAD,0,15,FineAggregate,-0.01133095325,-0.01133095325,0,-0.03678530428,-0.03678530428
Concrete Strength,LAD,0,15,Age,0.3116355468,0.3116355468,0,0.29304626,0.29304626
Concrete Strength,OLS,0,16,Intercept,56.988864,56.988864,0,,
Concrete Strength,OLS,0,16,Cement,0.09386837158,0.09386837158,0,0.591234537,0.591234537
Concrete Strength,OLS,0,16,BlastFurnaceSlag,0.07002203066,0.07002203066,0,0.4546451914,0.4546451914
Concrete Strength,OLS,0,16,FlyAsh,0.03678860477,0.03678860477,0,0.1948308892,0.1948308892
Concrete Strength,OLS,0,16,Water,-0.228883896,-0.228883896,0,-0.2777502297,-0.2777502297
Concrete Strength,OLS,0,16,Superplasticizer,0.4392444175,0.4392444175,0,0.1998342188,0.1998342188
Concrete Strength,OLS,0,16,CoarseAggregate,-0.01059364737,-0.01059364737,0,-0.045729078,-0.045729078
Concrete Strength,OLS,0,16,FineAggregate,-0.02111570423,-0.02111570423,0,-0.06855094962,-0.06855094962
Concrete Strength,OLS,0,16,Age,0.3179965973,0.3179965973,0,0.2990278692,0.2990278692
Concrete Strength,LAD,0,16,Intercept,34.84597323,34.84597323,0,,
Concrete Strength,LAD,0,16,Cement,0.1046292998,0.1046292998,0,0.6590127704,0.6590127704
Concrete Strength,LAD,0,16,BlastFurnaceSlag,0.07282063074,0.07282063074,0,0.4728161879,0.4728161879
Concrete Strength,LAD,0,16,FlyAsh,0.04138226326,0.04138226326,0,0.2191587096,0.2191587096
Concrete Strength,LAD,0,16,Water,-0.1976716548,-0.1976716548,0,-0.2398742266,-0.2398742266
Concrete Strength,LAD,0,16,Superplasticizer,0.4402183842,0.4402183842,0,0.2002773249,0.2002773249
Concrete Strength,LAD,0,16,CoarseAggregate,-0.004963797824,-0.004963797824,0,-0.0214269826,-0.0214269826
Concrete Strength,LAD,0,16,FineAggregate,-0.01133095325,-0.01133095325,0,-0.03678530428,-0.03678530428
Concrete Strength,LAD,0,16,Age,0.3116355468,0.3116355468,0,0.29304626,0.29304626
Concrete Strength,OLS,0,17,Intercept,56.988864,56.988864,0,,
Concrete Strength,OLS,0,17,Cement,0.09386837158,0.09386837158,0,0.591234537,0.591234537
Concrete Strength,OLS,0,17,BlastFurnaceSlag,0.07002203066,0.07002203066,0,0.4546451914,0.4546451914
Concrete Strength,OLS,0,17,FlyAsh,0.03678860477,0.03678860477,0,0.1948308892,0.1948308892
Concrete Strength,OLS,0,17,Water,-0.228883896,-0.228883896,0,-0.2777502297,-0.2777502297
Concrete Strength,OLS,0,17,Superplasticizer,0.4392444175,0.4392444175,0,0.1998342188,0.1998342188
Concrete Strength,OLS,0,17,CoarseAggregate,-0.01059364737,-0.01059364737,0,-0.045729078,-0.045729078
Concrete Strength,OLS,0,17,FineAggregate,-0.02111570423,-0.02111570423,0,-0.06855094962,-0.06855094962
Concrete Strength,OLS,0,17,Age,0.3179965973,0.3179965973,0,0.2990278692,0.2990278692
Concrete Strength,LAD,0,17,Intercept,34.84597323,34.84597323,0,,
Concrete Strength,LAD,0,17,Cement,0.1046292998,0.1046292998,0,0.6590127704,0.6590127704
Concrete Strength,LAD,0,17,BlastFurnaceSlag,0.07282063074,0.07282063074,0,0.4728161879,0.4728161879
Concrete Strength,LAD,0,17,FlyAsh,0.04138226326,0.04138226326,0,0.2191587096,0.2191587096
Concrete Strength,LAD,0,17,Water,-0.1976716548,-0.1976716548,0,-0.2398742266,-0.2398742266
Concrete Strength,LAD,0,17,Superplasticizer,0.4402183842,0.4402183842,0,0.2002773249,0.2002773249
Concrete Strength,LAD,0,17,CoarseAggregate,-0.004963797824,-0.004963797824,0,-0.0214269826,-0.0214269826
Concrete Strength,LAD,0,17,FineAggregate,-0.01133095325,-0.01133095325,0,-0.03678530428,-0.03678530428
Concrete Strength,LAD,0,17,Age,0.3116355468,0.3116355468,0,0.29304626,0.29304626
Concrete Strength,OLS,0,18,Intercept,56.988864,56.988864,0,,
Concrete Strength,OLS,0,18,Cement,0.09386837158,0.09386837158,0,0.591234537,0.591234537
Concrete Strength,OLS,0,18,BlastFurnaceSlag,0.07002203066,0.07002203066,0,0.4546451914,0.4546451914
Concrete Strength,OLS,0,18,FlyAsh,0.03678860477,0.03678860477,0,0.1948308892,0.1948308892
Concrete Strength,OLS,0,18,Water,-0.228883896,-0.228883896,0,-0.2777502297,-0.2777502297
Concrete Strength,OLS,0,18,Superplasticizer,0.4392444175,0.4392444175,0,0.1998342188,0.1998342188
Concrete Strength,OLS,0,18,CoarseAggregate,-0.01059364737,-0.01059364737,0,-0.045729078,-0.045729078
Concrete Strength,OLS,0,18,FineAggregate,-0.02111570423,-0.02111570423,0,-0.06855094962,-0.06855094962
Concrete Strength,OLS,0,18,Age,0.3179965973,0.3179965973,0,0.2990278692,0.2990278692
Concrete Strength,LAD,0,18,Intercept,34.84597323,34.84597323,0,,
Concrete Strength,LAD,0,18,Cement,0.1046292998,0.1046292998,0,0.6590127704,0.6590127704
Concrete Strength,LAD,0,18,BlastFurnaceSlag,0.07282063074,0.07282063074,0,0.4728161879,0.4728161879
Concrete Strength,LAD,0,18,FlyAsh,0.04138226326,0.04138226326,0,0.2191587096,0.2191587096
Concrete Strength,LAD,0,18,Water,-0.1976716548,-0.1976716548,0,-0.2398742266,-0.2398742266
Concrete Strength,LAD,0,18,Superplasticizer,0.4402183842,0.4402183842,0,0.2002773249,0.2002773249
Concrete Strength,LAD,0,18,CoarseAggregate,-0.004963797824,-0.004963797824,0,-0.0214269826,-0.0214269826
Concrete Strength,LAD,0,18,FineAggregate,-0.01133095325,-0.01133095325,0,-0.03678530428,-0.03678530428
Concrete Strength,LAD,0,18,Age,0.3116355468,0.3116355468,0,0.29304626,0.29304626
Concrete Strength,OLS,0,19,Intercept,56.988864,56.988864,0,,
Concrete Strength,OLS,0,19,Cement,0.09386837158,0.09386837158,0,0.591234537,0.591234537
Concrete Strength,OLS,0,19,BlastFurnaceSlag,0.07002203066,0.07002203066,0,0.4546451914,0.4546451914
Concrete Strength,OLS,0,19,FlyAsh,0.03678860477,0.03678860477,0,0.1948308892,0.1948308892
Concrete Strength,OLS,0,19,Water,-0.228883896,-0.228883896,0,-0.2777502297,-0.2777502297
Concrete Strength,OLS,0,19,Superplasticizer,0.4392444175,0.4392444175,0,0.1998342188,0.1998342188
Concrete Strength,OLS,0,19,CoarseAggregate,-0.01059364737,-0.01059364737,0,-0.045729078,-0.045729078
Concrete Strength,OLS,0,19,FineAggregate,-0.02111570423,-0.02111570423,0,-0.06855094962,-0.06855094962
Concrete Strength,OLS,0,19,Age,0.3179965973,0.3179965973,0,0.2990278692,0.2990278692
Concrete Strength,LAD,0,19,Intercept,34.84597323,34.84597323,0,,
Concrete Strength,LAD,0,19,Cement,0.1046292998,0.1046292998,0,0.6590127704,0.6590127704
Concrete Strength,LAD,0,19,BlastFurnaceSlag,0.07282063074,0.07282063074,0,0.4728161879,0.4728161879
Concrete Strength,LAD,0,19,FlyAsh,0.04138226326,0.04138226326,0,0.2191587096,0.2191587096
Concrete Strength,LAD,0,19,Water,-0.1976716548,-0.1976716548,0,-0.2398742266,-0.2398742266
Concrete Strength,LAD,0,19,Superplasticizer,0.4402183842,0.4402183842,0,0.2002773249,0.2002773249
Concrete Strength,LAD,0,19,CoarseAggregate,-0.004963797824,-0.004963797824,0,-0.0214269826,-0.0214269826
Concrete Strength,LAD,0,19,FineAggregate,-0.01133095325,-0.01133095325,0,-0.03678530428,-0.03678530428
Concrete Strength,LAD,0,19,Age,0.3116355468,0.3116355468,0,0.29304626,0.29304626
Concrete Strength,OLS,0,20,Intercept,56.988864,56.988864,0,,
Concrete Strength,OLS,0,20,Cement,0.09386837158,0.09386837158,0,0.591234537,0.591234537
Concrete Strength,OLS,0,20,BlastFurnaceSlag,0.07002203066,0.07002203066,0,0.4546451914,0.4546451914
Concrete Strength,OLS,0,20,FlyAsh,0.03678860477,0.03678860477,0,0.1948308892,0.1948308892
Concrete Strength,OLS,0,20,Water,-0.228883896,-0.228883896,0,-0.2777502297,-0.2777502297
Concrete Strength,OLS,0,20,Superplasticizer,0.4392444175,0.4392444175,0,0.1998342188,0.1998342188
Concrete Strength,OLS,0,20,CoarseAggregate,-0.01059364737,-0.01059364737,0,-0.045729078,-0.045729078
Concrete Strength,OLS,0,20,FineAggregate,-0.02111570423,-0.02111570423,0,-0.06855094962,-0.06855094962
Concrete Strength,OLS,0,20,Age,0.3179965973,0.3179965973,0,0.2990278692,0.2990278692
Concrete Strength,LAD,0,20,Intercept,34.84597323,34.84597323,0,,
Concrete Strength,LAD,0,20,Cement,0.1046292998,0.1046292998,0,0.6590127704,0.6590127704
Concrete Strength,LAD,0,20,BlastFurnaceSlag,0.07282063074,0.07282063074,0,0.4728161879,0.4728161879
Concrete Strength,LAD,0,20,FlyAsh,0.04138226326,0.04138226326,0,0.2191587096,0.2191587096
Concrete Strength,LAD,0,20,Water,-0.1976716548,-0.1976716548,0,-0.2398742266,-0.2398742266
Concrete Strength,LAD,0,20,Superplasticizer,0.4402183842,0.4402183842,0,0.2002773249,0.2002773249
Concrete Strength,LAD,0,20,CoarseAggregate,-0.004963797824,-0.004963797824,0,-0.0214269826,-0.0214269826
Concrete Strength,LAD,0,20,FineAggregate,-0.01133095325,-0.01133095325,0,-0.03678530428,-0.03678530428
Concrete Strength,LAD,0,20,Age,0.3116355468,0.3116355468,0,0.29304626,0.29304626
Concrete Strength,OLS,0,21,Intercept,56.988864,56.988864,0,,
Concrete Strength,OLS,0,21,Cement,0.09386837158,0.09386837158,0,0.591234537,0.591234537
Concrete Strength,OLS,0,21,BlastFurnaceSlag,0.07002203066,0.07002203066,0,0.4546451914,0.4546451914
Concrete Strength,OLS,0,21,FlyAsh,0.03678860477,0.03678860477,0,0.1948308892,0.1948308892
Concrete Strength,OLS,0,21,Water,-0.228883896,-0.228883896,0,-0.2777502297,-0.2777502297
Concrete Strength,OLS,0,21,Superplasticizer,0.4392444175,0.4392444175,0,0.1998342188,0.1998342188
Concrete Strength,OLS,0,21,CoarseAggregate,-0.01059364737,-0.01059364737,0,-0.045729078,-0.045729078
Concrete Strength,OLS,0,21,FineAggregate,-0.02111570423,-0.02111570423,0,-0.06855094962,-0.06855094962
Concrete Strength,OLS,0,21,Age,0.3179965973,0.3179965973,0,0.2990278692,0.2990278692
Concrete Strength,LAD,0,21,Intercept,34.84597323,34.84597323,0,,
Concrete Strength,LAD,0,21,Cement,0.1046292998,0.1046292998,0,0.6590127704,0.6590127704
Concrete Strength,LAD,0,21,BlastFurnaceSlag,0.07282063074,0.07282063074,0,0.4728161879,0.4728161879
Concrete Strength,LAD,0,21,FlyAsh,0.04138226326,0.04138226326,0,0.2191587096,0.2191587096
Concrete Strength,LAD,0,21,Water,-0.1976716548,-0.1976716548,0,-0.2398742266,-0.2398742266
Concrete Strength,LAD,0,21,Superplasticizer,0.4402183842,0.4402183842,0,0.2002773249,0.2002773249
Concrete Strength,LAD,0,21,CoarseAggregate,-0.004963797824,-0.004963797824,0,-0.0214269826,-0.0214269826
Concrete Strength,LAD,0,21,FineAggregate,-0.01133095325,-0.01133095325,0,-0.03678530428,-0.03678530428
Concrete Strength,LAD,0,21,Age,0.3116355468,0.3116355468,0,0.29304626,0.29304626
Concrete Strength,OLS,0,22,Intercept,56.988864,56.988864,0,,
Concrete Strength,OLS,0,22,Cement,0.09386837158,0.09386837158,0,0.591234537,0.591234537
Concrete Strength,OLS,0,22,BlastFurnaceSlag,0.07002203066,0.07002203066,0,0.4546451914,0.4546451914
Concrete Strength,OLS,0,22,FlyAsh,0.03678860477,0.03678860477,0,0.1948308892,0.1948308892
Concrete Strength,OLS,0,22,Water,-0.228883896,-0.228883896,0,-0.2777502297,-0.2777502297
Concrete Strength,OLS,0,22,Superplasticizer,0.4392444175,0.4392444175,0,0.1998342188,0.1998342188
Concrete Strength,OLS,0,22,CoarseAggregate,-0.01059364737,-0.01059364737,0,-0.045729078,-0.045729078
Concrete Strength,OLS,0,22,FineAggregate,-0.02111570423,-0.02111570423,0,-0.06855094962,-0.06855094962
Concrete Strength,OLS,0,22,Age,0.3179965973,0.3179965973,0,0.2990278692,0.2990278692
Concrete Strength,LAD,0,22,Intercept,34.84597323,34.84597323,0,,
Concrete Strength,LAD,0,22,Cement,0.1046292998,0.1046292998,0,0.6590127704,0.6590127704
Concrete Strength,LAD,0,22,BlastFurnaceSlag,0.07282063074,0.07282063074,0,0.4728161879,0.4728161879
Concrete Strength,LAD,0,22,FlyAsh,0.04138226326,0.04138226326,0,0.2191587096,0.2191587096
Concrete Strength,LAD,0,22,Water,-0.1976716548,-0.1976716548,0,-0.2398742266,-0.2398742266
Concrete Strength,LAD,0,22,Superplasticizer,0.4402183842,0.4402183842,0,0.2002773249,0.2002773249
Concrete Strength,LAD,0,22,CoarseAggregate,-0.004963797824,-0.004963797824,0,-0.0214269826,-0.0214269826
Concrete Strength,LAD,0,22,FineAggregate,-0.01133095325,-0.01133095325,0,-0.03678530428,-0.03678530428
Concrete Strength,LAD,0,22,Age,0.3116355468,0.3116355468,0,0.29304626,0.29304626
Concrete Strength,OLS,0,23,Intercept,56.988864,56.988864,0,,
Concrete Strength,OLS,0,23,Cement,0.09386837158,0.09386837158,0,0.591234537,0.591234537
Concrete Strength,OLS,0,23,BlastFurnaceSlag,0.07002203066,0.07002203066,0,0.4546451914,0.4546451914
Concrete Strength,OLS,0,23,FlyAsh,0.03678860477,0.03678860477,0,0.1948308892,0.1948308892
Concrete Strength,OLS,0,23,Water,-0.228883896,-0.228883896,0,-0.2777502297,-0.2777502297
Concrete Strength,OLS,0,23,Superplasticizer,0.4392444175,0.4392444175,0,0.1998342188,0.1998342188
Concrete Strength,OLS,0,23,CoarseAggregate,-0.01059364737,-0.01059364737,0,-0.045729078,-0.045729078
Concrete Strength,OLS,0,23,FineAggregate,-0.02111570423,-0.02111570423,0,-0.06855094962,-0.06855094962
Concrete Strength,OLS,0,23,Age,0.3179965973,0.3179965973,0,0.2990278692,0.2990278692
Concrete Strength,LAD,0,23,Intercept,34.84597323,34.84597323,0,,
Concrete Strength,LAD,0,23,Cement,0.1046292998,0.1046292998,0,0.6590127704,0.6590127704
Concrete Strength,LAD,0,23,BlastFurnaceSlag,0.07282063074,0.07282063074,0,0.4728161879,0.4728161879
Concrete Strength,LAD,0,23,FlyAsh,0.04138226326,0.04138226326,0,0.2191587096,0.2191587096
Concrete Strength,LAD,0,23,Water,-0.1976716548,-0.1976716548,0,-0.2398742266,-0.2398742266
Concrete Strength,LAD,0,23,Superplasticizer,0.4402183842,0.4402183842,0,0.2002773249,0.2002773249
Concrete Strength,LAD,0,23,CoarseAggregate,-0.004963797824,-0.004963797824,0,-0.0214269826,-0.0214269826
Concrete Strength,LAD,0,23,FineAggregate,-0.01133095325,-0.01133095325,0,-0.03678530428,-0.03678530428
Concrete Strength,LAD,0,23,Age,0.3116355468,0.3116355468,0,0.29304626,0.29304626
Concrete Strength,OLS,0,24,Intercept,56.988864,56.988864,0,,
Concrete Strength,OLS,0,24,Cement,0.09386837158,0.09386837158,0,0.591234537,0.591234537
Concrete Strength,OLS,0,24,BlastFurnaceSlag,0.07002203066,0.07002203066,0,0.4546451914,0.4546451914
Concrete Strength,OLS,0,24,FlyAsh,0.03678860477,0.03678860477,0,0.1948308892,0.1948308892
Concrete Strength,OLS,0,24,Water,-0.228883896,-0.228883896,0,-0.2777502297,-0.2777502297
Concrete Strength,OLS,0,24,Superplasticizer,0.4392444175,0.4392444175,0,0.1998342188,0.1998342188
Concrete Strength,OLS,0,24,CoarseAggregate,-0.01059364737,-0.01059364737,0,-0.045729078,-0.045729078
Concrete Strength,OLS,0,24,FineAggregate,-0.02111570423,-0.02111570423,0,-0.06855094962,-0.06855094962
Concrete Strength,OLS,0,24,Age,0.3179965973,0.3179965973,0,0.2990278692,0.2990278692
Concrete Strength,LAD,0,24,Intercept,34.84597323,34.84597323,0,,
Concrete Strength,LAD,0,24,Cement,0.1046292998,0.1046292998,0,0.6590127704,0.6590127704
Concrete Strength,LAD,0,24,BlastFurnaceSlag,0.07282063074,0.07282063074,0,0.4728161879,0.4728161879
Concrete Strength,LAD,0,24,FlyAsh,0.04138226326,0.04138226326,0,0.2191587096,0.2191587096
Concrete Strength,LAD,0,24,Water,-0.1976716548,-0.1976716548,0,-0.2398742266,-0.2398742266
Concrete Strength,LAD,0,24,Superplasticizer,0.4402183842,0.4402183842,0,0.2002773249,0.2002773249
Concrete Strength,LAD,0,24,CoarseAggregate,-0.004963797824,-0.004963797824,0,-0.0214269826,-0.0214269826
Concrete Strength,LAD,0,24,FineAggregate,-0.01133095325,-0.01133095325,0,-0.03678530428,-0.03678530428
Concrete Strength,LAD,0,24,Age,0.3116355468,0.3116355468,0,0.29304626,0.29304626
Concrete Strength,OLS,0,25,Intercept,56.988864,56.988864,0,,
Concrete Strength,OLS,0,25,Cement,0.09386837158,0.09386837158,0,0.591234537,0.591234537
Concrete Strength,OLS,0,25,BlastFurnaceSlag,0.07002203066,0.07002203066,0,0.4546451914,0.4546451914
Concrete Strength,OLS,0,25,FlyAsh,0.03678860477,0.03678860477,0,0.1948308892,0.1948308892
Concrete Strength,OLS,0,25,Water,-0.228883896,-0.228883896,0,-0.2777502297,-0.2777502297
Concrete Strength,OLS,0,25,Superplasticizer,0.4392444175,0.4392444175,0,0.1998342188,0.1998342188
Concrete Strength,OLS,0,25,CoarseAggregate,-0.01059364737,-0.01059364737,0,-0.045729078,-0.045729078
Concrete Strength,OLS,0,25,FineAggregate,-0.02111570423,-0.02111570423,0,-0.06855094962,-0.06855094962
Concrete Strength,OLS,0,25,Age,0.3179965973,0.3179965973,0,0.2990278692,0.2990278692
Concrete Strength,LAD,0,25,Intercept,34.84597323,34.84597323,0,,
Concrete Strength,LAD,0,25,Cement,0.1046292998,0.1046292998,0,0.6590127704,0.6590127704
Concrete Strength,LAD,0,25,BlastFurnaceSlag,0.07282063074,0.07282063074,0,0.4728161879,0.4728161879
Concrete Strength,LAD,0,25,FlyAsh,0.04138226326,0.04138226326,0,0.2191587096,0.2191587096
Concrete Strength,LAD,0,25,Water,-0.1976716548,-0.1976716548,0,-0.2398742266,-0.2398742266
Concrete Strength,LAD,0,25,Superplasticizer,0.4402183842,0.4402183842,0,0.2002773249,0.2002773249
Concrete Strength,LAD,0,25,CoarseAggregate,-0.004963797824,-0.004963797824,0,-0.0214269826,-0.0214269826
Concrete Strength,LAD,0,25,FineAggregate,-0.01133095325,-0.01133095325,0,-0.03678530428,-0.03678530428
Concrete Strength,LAD,0,25,Age,0.3116355468,0.3116355468,0,0.29304626,0.29304626
Concrete Strength,OLS,0,26,Intercept,56.988864,56.988864,0,,
Concrete Strength,OLS,0,26,Cement,0.09386837158,0.09386837158,0,0.591234537,0.591234537
Concrete Strength,OLS,0,26,BlastFurnaceSlag,0.07002203066,0.07002203066,0,0.4546451914,0.4546451914
Concrete Strength,OLS,0,26,FlyAsh,0.03678860477,0.03678860477,0,0.1948308892,0.1948308892
Concrete Strength,OLS,0,26,Water,-0.228883896,-0.228883896,0,-0.2777502297,-0.2777502297
Concrete Strength,OLS,0,26,Superplasticizer,0.4392444175,0.4392444175,0,0.1998342188,0.1998342188
Concrete Strength,OLS,0,26,CoarseAggregate,-0.01059364737,-0.01059364737,0,-0.045729078,-0.045729078
Concrete Strength,OLS,0,26,FineAggregate,-0.02111570423,-0.02111570423,0,-0.06855094962,-0.06855094962
Concrete Strength,OLS,0,26,Age,0.3179965973,0.3179965973,0,0.2990278692,0.2990278692
Concrete Strength,LAD,0,26,Intercept,34.84597323,34.84597323,0,,
Concrete Strength,LAD,0,26,Cement,0.1046292998,0.1046292998,0,0.6590127704,0.6590127704
Concrete Strength,LAD,0,26,BlastFurnaceSlag,0.07282063074,0.07282063074,0,0.4728161879,0.4728161879
Concrete Strength,LAD,0,26,FlyAsh,0.04138226326,0.04138226326,0,0.2191587096,0.2191587096
Concrete Strength,LAD,0,26,Water,-0.1976716548,-0.1976716548,0,-0.2398742266,-0.2398742266
Concrete Strength,LAD,0,26,Superplasticizer,0.4402183842,0.4402183842,0,0.2002773249,0.2002773249
Concrete Strength,LAD,0,26,CoarseAggregate,-0.004963797824,-0.004963797824,0,-0.0214269826,-0.0214269826
Concrete Strength,LAD,0,26,FineAggregate,-0.01133095325,-0.01133095325,0,-0.03678530428,-0.03678530428
Concrete Strength,LAD,0,26,Age,0.3116355468,0.3116355468,0,0.29304626,0.29304626
Concrete Strength,OLS,0,27,Intercept,56.988864,56.988864,0,,
Concrete Strength,OLS,0,27,Cement,0.09386837158,0.09386837158,0,0.591234537,0.591234537
Concrete Strength,OLS,0,27,BlastFurnaceSlag,0.07002203066,0.07002203066,0,0.4546451914,0.4546451914
Concrete Strength,OLS,0,27,FlyAsh,0.03678860477,0.03678860477,0,0.1948308892,0.1948308892
Concrete Strength,OLS,0,27,Water,-0.228883896,-0.228883896,0,-0.2777502297,-0.2777502297
Concrete Strength,OLS,0,27,Superplasticizer,0.4392444175,0.4392444175,0,0.1998342188,0.1998342188
Concrete Strength,OLS,0,27,CoarseAggregate,-0.01059364737,-0.01059364737,0,-0.045729078,-0.045729078
Concrete Strength,OLS,0,27,FineAggregate,-0.02111570423,-0.02111570423,0,-0.06855094962,-0.06855094962
Concrete Strength,OLS,0,27,Age,0.3179965973,0.3179965973,0,0.2990278692,0.2990278692
Concrete Strength,LAD,0,27,Intercept,34.84597323,34.84597323,0,,
Concrete Strength,LAD,0,27,Cement,0.1046292998,0.1046292998,0,0.6590127704,0.6590127704
Concrete Strength,LAD,0,27,BlastFurnaceSlag,0.07282063074,0.07282063074,0,0.4728161879,0.4728161879
Concrete Strength,LAD,0,27,FlyAsh,0.04138226326,0.04138226326,0,0.2191587096,0.2191587096
Concrete Strength,LAD,0,27,Water,-0.1976716548,-0.1976716548,0,-0.2398742266,-0.2398742266
Concrete Strength,LAD,0,27,Superplasticizer,0.4402183842,0.4402183842,0,0.2002773249,0.2002773249
Concrete Strength,LAD,0,27,CoarseAggregate,-0.004963797824,-0.004963797824,0,-0.0214269826,-0.0214269826
Concrete Strength,LAD,0,27,FineAggregate,-0.01133095325,-0.01133095325,0,-0.03678530428,-0.03678530428
Concrete Strength,LAD,0,27,Age,0.3116355468,0.3116355468,0,0.29304626,0.29304626
Concrete Strength,OLS,0,28,Intercept,56.988864,56.988864,0,,
Concrete Strength,OLS,0,28,Cement,0.09386837158,0.09386837158,0,0.591234537,0.591234537
Concrete Strength,OLS,0,28,BlastFurnaceSlag,0.07002203066,0.07002203066,0,0.4546451914,0.4546451914
Concrete Strength,OLS,0,28,FlyAsh,0.03678860477,0.03678860477,0,0.1948308892,0.1948308892
Concrete Strength,OLS,0,28,Water,-0.228883896,-0.228883896,0,-0.2777502297,-0.2777502297
Concrete Strength,OLS,0,28,Superplasticizer,0.4392444175,0.4392444175,0,0.1998342188,0.1998342188
Concrete Strength,OLS,0,28,CoarseAggregate,-0.01059364737,-0.01059364737,0,-0.045729078,-0.045729078
Concrete Strength,OLS,0,28,FineAggregate,-0.02111570423,-0.02111570423,0,-0.06855094962,-0.06855094962
Concrete Strength,OLS,0,28,Age,0.3179965973,0.3179965973,0,0.2990278692,0.2990278692
Concrete Strength,LAD,0,28,Intercept,34.84597323,34.84597323,0,,
Concrete Strength,LAD,0,28,Cement,0.1046292998,0.1046292998,0,0.6590127704,0.6590127704
Concrete Strength,LAD,0,28,BlastFurnaceSlag,0.07282063074,0.07282063074,0,0.4728161879,0.4728161879
Concrete Strength,LAD,0,28,FlyAsh,0.04138226326,0.04138226326,0,0.2191587096,0.2191587096
Concrete Strength,LAD,0,28,Water,-0.1976716548,-0.1976716548,0,-0.2398742266,-0.2398742266
Concrete Strength,LAD,0,28,Superplasticizer,0.4402183842,0.4402183842,0,0.2002773249,0.2002773249
Concrete Strength,LAD,0,28,CoarseAggregate,-0.004963797824,-0.004963797824,0,-0.0214269826,-0.0214269826
Concrete Strength,LAD,0,28,FineAggregate,-0.01133095325,-0.01133095325,0,-0.03678530428,-0.03678530428
Concrete Strength,LAD,0,28,Age,0.3116355468,0.3116355468,0,0.29304626,0.29304626
